Supplier ID,Stone Type,Shape,Carat Weight,Primary Color,Price per Carat,Stock #,Color System,Stone Image,Certificate Image,Additional Image,Dimensions,Availability,Origin,Description,Treatment Notes,Lab,Certificate ID
,EM,EC,1.93,GRN,2500.00,EE1930SH,,ee1930sh.jpg,,,9.10|7.00|4.30,,,Emerald. EC. 9.1X7.0MM,H,,
,SA,OV,1.94,BLU,550.00,SV19400,,sv19400.jpg,,,8.10|6.10,,,Sapphire. Oval. 8.1x6.1mm,H,,
,RU,RD,1.94,RED,1850.00,RR720066,,RR720066.jpg,,,7.20|7.20|4.50,,,Ruby. Round. Red 7.2MM,H,,
,SA,RD,1.94,BLU,625.00,SR730055,,sr730055.jpg,,,7.40|7.40|4.80,,,Sapphire. Round. Blue 7.4MM,H,,
,PS,CU,3.92,PNK,950.00,XPC3920MN,,,,,7.00|7.00,,,P. Sapphire. Cushion. Pink7.0X7.0,H,,
,SA,CU,1.96,BLU,1275.00,SC19600,,sc19600.jpg,,,7.10|7.00|4.20,,,Sapphire. 7.1x7.0mm,H,,
,SA,RD,3.93,BLU,850.00,XSR7401,,xsr7401.jpg,,,7.40|7.40,,,RD Sapphire Pair Gem. 7.4,H,,xsr7401
,SA,RD,1.99,BLU,850.00,SR730066,,sr730066.jpg,,,7.10|7.10|5.30,,,Sapphire. Round. Blue 7.1MM,H,,
,SA,RD,1.99,BLU,850.00,SR19900,,sr19900.jpg,,,7.10|7.10|4.90,,,Sapphire. Round. Blue 7.1,H,,
,GS,CU,2.00,GRN,425.00,GC20000,,gc20000.jpg,,,7.10|7.10|4.40,,,G. Sapphire. Cushion 7.1mm,H,,
,SA,MQ,2.01,BLU,650.00,SM2010,,SM2010.jpg,,,10.90|6.30|3.90,,,MQ Sapphire Gem. 10.9-6.3,H,,sm2010
,SA,SQ,2.01,BLU,675.00,XSQ5700,,XSQ5700.jpg,,,5.70|5.70,,,SQ Sapphire Pair Gem. 5.7,H,,xsq5700
,SA,CU,2.01,BLU,1375.00,SC20100,,sc20100.jpg,,,6.80|6.80|4.80,,,Sapphire. Cushion. Blue 6.8X6.8,H,,
,SA,CU,2.01,BLU,1275.00,SC2010,,sc2010.jpg,,,7.00|6.50|4.60,,,Sapphire. 7.0x6.5mm,H,,
,RU,RD,2.03,RED,2450.00,RR372055,,rr372055.jpg,,,7.40|7.40|4.70,,,Ruby. Round. Red 7.4MM,H,,
,SA,CU,2.03,BLU,1275.00,SC20300,,sc20300.jpg,,,8.10|7.20|3.90,,,Sapphire. 8.1x7.2mm,H,,
,SA,HS,4.07,BLU,750.00,XSH8567,,XSH8567.jpg,,,8.50|6.70,,,HS Sapphire Pair Gem. 8.5-6.7,H,,xsh8567
,EM,OV,2.05,GRN,3000.00,EV2050SH,,,,,9.70|7.50|4.30,,,Emerald. Oval. Green 9.7X7.5,O,,
,EM,EC,2.05,GRN,1900.00,EE20500,,,,,8.50|7.00|4.60,,,Emerald. EC. Green8.5X7.0,O,,
,SA,EC,2.07,BLU,1600.00,SE20701,,,,,8.20|5.30|4.40,,,Sapphire. EC 8.2x5.3mm,H,,
,PS,CU,2.07,PNK,825.00,PC20700,,pc20700.jpg,,,7.10|6.00|5.00,,,P. Sapphire. 7.1x6.0mm,N,,
,SA,RD,2.10,BLU,850.00,SR21000,,sr21000.jpg,,,7.40|7.40|4.60,,,Sapphire. Round. Blue 7.4,H,,
,RU,CU,2.10,RED,2500.00,RC2100MN,,,,,7.40|6.80,,,Ruby. Cushion. Red 7.4X6.8,H,,
,GS,HS,2.11,GRN,450.00,GH21100,,gh21100.jpg,,,7.60|8.00|3.80,,,G. Sapphire. Heart Shape 7.6X8.0MM,H,,
,EM,EC,2.12,GRN,1375.00,EE45800,,,,,9.00|6.70|4.70,,,Emerald. EC. Green9X6.7,O,,
,SA,OV,2.13,BLU,650.00,SV21300,,SV21300.jpg,,,8.60|6.80|4.30,,,Sapphire. Oval. Blue 8.6X6.8,H,,
,RU,PS,2.13,RED,2250.00,RP21300,,rp21300.jpg,,,10.10|6.60|3.60,,,Ruby. PS. Red 10.1X6.6,H,,
,GS,OV,2.13,GRN,450.00,GV21300,,gv21300.jpg,,,8.50|6.60|4.30,,,G. Sapphire. Oval 8.5x6.6mm,H,,
,EM,EC,2.13,GRN,1875.00,EE2121SH,,ee2121sh.jpg,,,8.50|6.90|4.70,,,Emerald. EC. Green 8.5X6.9,O,,
,SA,CU,2.15,BLU,1450.00,SC21500,,sc21500.jpg,,,8.10|7.00|4.50,,,Sapphire. Cushion. Blue 8.1X7.0,H,,
,SA,CU,2.15,BLU,1275.00,SC21501,,sc21501.jpg,,,7.00|6.40|4.70,,,Sapphire. Cushion. Blue 7.0X6.4,H,,
,YS,CU,2.19,Yellow,175.00,YC2190,,YC2190.jpg,,,9.00|6.80|3.40,,,CSHN Y. Sapphire Gem. 9.0-6.8,,,yc2190
,YS,HS,2.19,Yellow,425.00,YH21900,,YH21900.jpg,,,8.20|8.30|3.70,,,Y. Sapphire. Heart Shape. Yellow 8.2X8.3,H,,
,SA,OV,2.20,BLU,600.00,SV22000,,SV22000.jpg,,,9.00|6.70|4.10,,,Sapphire. Oval. Blue 9.0X6.7,H,,
,EM,EC,2.20,GRN,2400.00,EE2201SH,,ee2201sh.jpg,,,8.40|7.60|4.50,,,Emerald. EC. Green 8.4X7.6,O,,
,SA,RD,2.20,BLU,1200.00,SR22000,,sr22000.jpg,,,7.30|7.30|5.00,,,Sapphire. Round. Blue 7.3MM,H,,
,EM,OV,2.21,GRN,1750.00,EV2211,,EV2211.jpg,,,9.50|7.40|5.20,,,OV Emerald Gem. 9.5-7.4,O,,ev2211
,PA,PS,2.21,Blue,15000.00,PBP221,,pbp221.jpg,,,11.40|8.40|3.90,,BRA,Paraiba. PS. 11.4x8.4mm,H,,
,SA,EC,2.21,BLU,1275.00,SE221MN,,,,,8.75|5.75,,,Sapphire. EC. Blue 8.75X5.75,H,,
,SA,RD,2.22,BLU,975.00,SR22200,,sr22200.jpg,,,7.90|7.90|4.30,,,Sapphire. Round. Blue 7.9,H,,
,SA,RD,2.23,BLU,950.00,SR22300,,sr22300.jpg,,,7.60|7.60|4.70,,,Sapphire. Round. 7.6,H,,
,SA,RD,2.24,BLU,950.00,SR2231,,sr2231.jpg,,,7.40|7.40|4.90,,,RD Sapphire Gem 7.40,H,,sr2231
,SA,PS,2.24,BLU,1250.00,SP22400,,sp22400.jpg,,,9.30|7.00|4.30,,,Sapphire. PS. Blue 9.3X7.0,H,,
,SA,RD,2.24,BLU,550.00,SR22400,,,,,7.40|7.40|4.80,,,Sapphire. Round. Blue 7.4mm,H,,
,SA,EC,2.27,BLU,1900.00,SE22700,,,,,8.40|6.00|4.30,,,Sapphire. EC 8.4x6.0mm,H,,
,SA,RD,2.29,BLU,925.00,SR22900,,,,,7.10|7.10|5.30,,,Sapphire. Round. Blue 7.1mm,H,,
,SA,EC,2.30,BLU,675.00,SE23000,,se23000.jpg,,,8.90|6.80|3.60,,,Sapphire. EC. Blue 8.9X6.8,H,,
,SA,CU,2.30,BLU,1800.00,SC23001,,sc23001.jpg,,,7.70|6.60|4.70,,,Sapphire. Cushion. Blue 7.7X6.6,H,,
,SA,OV,2.32,BLU,1275.00,SV23200,,sv23200.jpg,,,8.00|7.00|4.50,,,Sapphire. Oval. Blue 8.0X7.0,H,,
,SA,RD,2.35,BLU,875.00,SR23500,,sr23500.jpg,,,7.60|7.60|5.10,,,Sapphire. Round. Blue 7.6,H,,
,SA,OV,2.36,BLU,625.00,SV23600,,sv23600.jpg,,,8.90|7.00,,,Sapphire. Oval. Blue 8.9X7.0,H,,
,YS,OV,2.37,Yellow,425.00,YV23700,,yv23700.jpg,,,8.30|6.50|5.00,,,Y. Sapphire. Oval. Yellow8.3X6.5,H,,
,EM,EC,2.43,Green,2500.00,EE2430SH,,ee2430sh.jpg,,,9.00|7.00|5.70,,,Emerald. EC. 9.0X7.0MM,H,,
,PS,OV,2.44,PNK,750.00,PV244AF,,,,,9.30|6.80,,,P. Sapphire. Oval. Pink 9.3X6.8,H,,
,SA,CU,2.46,BLU,1800.00,SC24600,,sc24600.jpg,,,7.40|7.40|4.60,,,Sapphire. Cushion. Blue 7.4X7.4,H,,
,EM,EC,2.49,GRN,1400.00,EE24900,,,,,9.10|7.00|5.20,,,Emerald. EC. Green9.1X7.0,O,,
,SA,PS,2.53,BLU,0.00,SP25300,,,,,9.90|6.90|4.40,,,Sapphire. PS. Blue 9.9X6.9,H,,
,SA,OV,2.54,BLU,1650.00,SV25400,,SV25400.jpg,,,8.60|7.60|4.60,,,Sapphire. Oval. Blue 8.6X7.6,H,,
,SA,OV,2.56,BLU,800.00,SV2560,,sv2560.jpg,,,9.10|7.00|4.70,,,OV Sapphire Gem 9.10x7.00,H,,
,EM,EC,2.57,GRN,2750.00,EE257SH,,,,,8.00|8.00,,,Emerald. EC. Green 8.0X8.0,O,,
,RU,CU,2.57,RED,5000.00,RC257BN,,,,,8.20|7.30|4.40,,,Ruby. Cushion. 8.2x7.3mm,H,,
,SA,HS,2.58,BLU,750.00,SH2580,,SH2580.jpg,,,9.30|7.20|4.80,,,HS Sapphire Gem. 9.3-7.2,H,,sh2580
,RU,OV,2.58,RED,1250.00,RV2580,,RV2580.jpg,,,9.70|7.10|3.80,,,OV Ruby Gem. 9.7-7.1,H,,rv2580
,SA,EC,2.60,BLU,975.00,SE26000,,,,,9.20|6.80,,,Sapphire. EC. Blue 9.2x6.8,H,,
,SA,PS,2.62,BLU,1150.00,SP2620,,SP2620.jpg,,,10.40|8.60|4.10,,,PS Sapphire Gem. 10.4-8.6,H,,sp2620
,EM,EC,2.65,Green,3850.00,EE26509,,,,,10.00|7.30,,,Emerald. EC. Green 10X7.3,O,,
,PS,OV,2.67,PNK,750.00,PV2670GD,,,,,9.40|6.20,,,P. Sapphire. Oval. Pink 9.4X6.2,H,,
,EM,EC,2.70,GRN,4500.00,EE27009,,,,,8.90|7.20,,,Emerald. EC. Green 8.9X7.2,O,,
,SA,EC,2.71,BLU,500.00,XSE6853,,XSE6853.jpg,,,6.80|5.30,,,EC Sapphire Pair Gem. 6.8-5.3,H,,xse6853
,PS,CU,2.72,PNK,575.00,PC27200,,,,,8.10|8.00|4.70,,,P. Sapphire. Cushion. 8.1MM,,,
,PS,OV,2.74,PNK,850.00,PV2740,,PV2740.jpg,,,9.80|7.60|4.00,,,OV P. Sapphire Gem 9.80x7.60,H,,pv2740
,SA,PS,2.74,BLU,1400.00,SP2740,,SP2740.jpg,,,10.00|6.70|5.50,,,PS Sapphire Gem 10.00x6.70,H,,
,PS,HS,5.48,PNK,1000.00,XPH5480RJ,,xph5480rj.jpg,,,9.00|8.50|4.50,,,P. Sapphire. Heart Shape. Pink 9.0X8.5,,,
,SA,RD,2.76,BLU,950.00,SR27600,,sr27600.jpg,,,8.20|8.20|5.00,,,Sapphire. Round. Blue 8.2,H,,
,RU,RD,2.76,RED,3500.00,RR27600,,rr27600.jpg,,,8.10|8.10|4.40,,,Ruby. Round 8.1mm,,,
,PS,CC,2.86,PNK,850.00,PC28600,,pc28600.jpg,,,10.10|8.10,,,P. Sapphire. CC. Pink10.1X8.1,H,,
,EM,EC,2.87,GRN,5500.00,EE2871,,EE2871.jpg,,,9.40|8.20|6.00,,,EC Emerald Gem 9.40x8.20,O,,ee2871
,SA,RD,5.76,BLU,950.00,XSR57600,,xsr57600.jpg,,,8.30|8.30,,,Sapphire. Round. Blue 8.3MM,H,,
,PA,PS,5.80,BLU,100.00,PBMT580,,pbmt580.jpg,,,13.50|8.50,,,Paraiba. Matrix.  PS. Blue 13.5X8.5,H,,
,YS,CU,2.93,Yellow,385.00,YC29300,,yc29300.jpg,,,9.70|7.40|4.20,,,Y. Sapphire. CC. Yellow 9.7X7.4,,,
,YS,EC,2.95,Yellow,450.00,YE29500,,YE29500.jpg,,,8.20|6.80|4.60,,,Y. Sapphire. EC. Yellow 8.2x6.8,H,,
,EM,EC,2.99,GRN,975.00,EE299SH,,,,,10.30|8.00|4.80,,,Emerald. EC. Green 10.3X8.0,O,,
,EM,EC,2.99,GRN,4000.00,EE29909,,,,,9.90|7.10,,,Emerald. EC. Green 9.9X7.1,O,,
,SA,PS,3.00,BLU,0.00,SP30000,,,,,9.30|7.60|5.10,,,Sapphire. PS. Blue 9.3X7.6,H,,
,SA,PS,3.00,BLU,1650.00,SP30002,,sp30002.jpg,,,10.30|7.80|5.10,,,Sapphire. PS. Blue 10.3X7.8,H,,
,SA,PS,3.01,BLU,1275.00,SP3010,,SP3010.jpg,,,9.00|8.20|5.00,,,PS Sapphire Gem 9.0x8.2,H,,
,EM,EC,3.01,GRN,950.00,EE301SH,,,,,10.00|7.60|4.80,,,Emerald. EC. Green 10X7.6,O,,
,EM,EC,3.03,GRN,3500.00,EE30309,,,,,8.90|7.40,,,Emerald. EC. Green 8.9X7.4,V.F,,
,SA,CU,3.05,BLU,1675.00,SC3050,,SC3050.jpg,,,8.90|6.90|5.40,,,CC Sapphire Gem 8.90x6.90,H,,
,RU,OV,3.06,RED,1200.00,RV3060,,RV3060.JPG,,,8.50|7.50|5.40,,,OV Ruby Gem. 8.5-7.5,H,,rv3060
,PS,OV,3.07,PNK,950.00,PV30700,,pv30700.jpg,,,9.30|7.60,,,P. Sapphire. Oval. Pink 9.3X7.6,H,,
,SA,OV,3.09,BLU,1150.00,SV30901,,sv30901.jpg,,,9.70|8.00|4.70,,,Sapphire. Oval. Blue 9.7X8.00,H,,
,RU,RD,3.10,RED,2500.00,XRR3100,,XRR3100.jpg,,,7.00|7.00,,,RD Ruby Gem. Pair 7.00,H,,
,OS,CU,3.12,Orange,575.00,OC3120,,,,,8.80|7.50|5.00,,,CSHN O. Sapphire Gem. 8.8-7.5,H,,oc3120
,SA,OV,3.12,BLU,1800.00,SV3120RJ,,sv3120rj.jpg,,,9.00|6.90|5.20,,,Sapphire. Oval. Blue 9.0X6.9,H,,
,SA,RD,3.15,BLU,1650.00,SR31500,,sr31500.jpg,,,8.80|8.80|5.30,,,Sapphire. Round. Blue 8.8MM,H,,
,SA,EC,3.17,BLU,1275.00,SE3170NS,,se3170ns.jpg,,,9.50|7.00|4.70,,,Sapphire. EC. Blue 9.5X7.0,H,,
,SA,EC,3.19,BLU,1500.00,SE319EL,,,,,9.10|6.30,,,Sapphire. EC. Blue 9.1X6.3,H,,
,YS,EC,3.22,Yellow,450.00,YE32200,,YE32200.jpg,,,9.50|7.60|4.80,,,Y. Sapphire. EC. 9.5X7.6,,,
,SA,EC,3.22,Blue,2300.00,SE322099,,se322099.jpg,,,9.10|7.30,,,Sapphire. EC. Blue9.1X7.3,H,,
,SA,PS,3.27,BLU,1650.00,SP32700,,sp32700.jpg,,,10.60|7.50|5.50,,,Sapphire. PS. Blue 10.6X7.5,H,,
,PS,OV,3.29,PNK,950.00,PV329BN,,,,,9.80|7.70,,,P. Sapphire. Pink 9.8X7.7,H,,
,PS,RD,3.31,PNK,1200.00,PR33100,,pr33100.jpg,,,8.80|8.80,,,P. Sapphire. Round. Pink 8.8MM,H,,
,SA,OV,3.31,BLU,1475.00,SV3310,,sv3310.jpg,,,10.90|8.40|4.40,,,Sapphire. Oval. 10.9x8.4mm,H,,
,RU,PS,3.34,RED,1400.00,RP33400,,rp33400.jpg,,,10.50|8.70|4.50,,,Ruby. PS. Red 10.5X8.7,H,,
,SA,OV,3.41,BLU,975.00,SV3410NS,,,,,9.80|7.20|5.70,,,Sapphire. Oval. Blue 9.8X7.2,H,,
,RU,PS,3.44,RED,2500.00,RP3440,,RP3440.jpg,,,9.40|8.00|5.80,,,PS Ruby Gem. 9.4-8.0,H,,rp3440
,SA,OV,3.47,BLU,2000.00,SV34700,,SV34700.jpg,,,9.20|8.20|5.30,,,Sapphire. Oval. Blue 9.2X8.2,H,,
,YS,EC,3.50,Yellow,450.00,YE35000,,YE35000.jpg,,,10.20|7.90|4.60,,,Y. Sapphire. EC. 10.2X7.9,,,
,RU,OV,3.51,RED,5500.00,RV35100,,rv35100.jpg,,,9.90|7.80|5.10,,,Ruby. Oval. Red 9.9X7.8,H,,
,SA,RD,3.56,BLU,1700.00,SR3560,,sr3560.jpg,,,9.00|9.00|5.70,,,RD Sapphire Gem. 9.0,H,,sr3560
,YS,EC,3.67,Yellow,400.00,YE36700,,YE36700.jpg,,,8.90|7.80|4.80,,,Y. Sapphire. EC. Yellow 8.9X7.8,,,
,EM,EC,3.67,GRN,2850.00,EE3670NY,,,,,8.60|8.60|7.00,,,Emerald. EC. Green 8.6X8.6,O,,
,EM,EC,3.67,GRN,3250.00,EE367SH,,,,,10.70|8.50,,,Emerald. EC. Green 10.7X8.5,O,,
,EM,OV,3.73,GRN,2800.00,EV373SH,,,,,11.70|9.00,,,Emerald. Oval. Green11.7X9.0,O,,
,YS,EC,3.93,Yellow,450.00,YE39300,,YE39300.jpg,,,9.70|7.70|4.90,,,Y. Sapphire. EC. Yellow 9.7X7.7,,,
,SA,CU,3.97,BLU,3000.00,SC3970MN,,,,,9.70|8.90|5.10,,,Sapphire. Cushion. Blue 9.7X8.9,H,,
,SA,OV,4.04,BLU,1200.00,XSV40400,,XSV40400.jpg,,,7.60|6.10|4.70,,,Sapphire. Oval. Blue 7.6X6.1,H,,
,PA,PS,4.07,BLU,5500.00,PBP4079,,pbp4079.jpg,,,15.70|8.50,,,Paraiba. PS. Blue 15.7X8.5,H,,
,SA,CU,4.08,BLU,2000.00,SC4080,,SC4080.jpg,,,9.70|8.10|5.50,,,CSHN Sapphire Gem. 9.7-8.1,H,,sc4080
,SA,CU,4.09,BLU,2300.00,SC4090,,SC4090.jpg,,,9.90|7.60,,,CC Sapphire Gem 9.90x7.60,H,,
,SA,EC,4.15,BLU,1800.00,SE41500,,,,,10.79|7.25,,,Sapphire. EC. Blue 10.8X7.3,H,,
,GS,OV,4.25,Green,450.00,GV4250,,,,,11.00|9.20|5.20,,,OV G.Sapphire Gem 11.00x9.20,,,
,PS,OV,4.26,PNK,975.00,PV42609,,,,,11.20|8.40|5.70,,,P. Sapphire. Oval. Pink 11.2x8.4,N,,
,PA,PS,8.66,BLU,0.00,PBMT866,,,,,16.50|10.00,,,Paraiba.Matrix. PS. Blue 16.5X10.0mm,H,,
,YS,EC,4.38,Yellow,400.00,YE4380,,YE4380.jpg,,,9.10|8.50|5.60,,,EC Y. Sapphire Gem. 9.1-8.5,H,,ye4380
,PS,CU,4.43,PNK,2250.00,PC44300,,pc44300.jpg,,,11.40|10.00|4.40,,,P. Sapphire. Cushion. Pink 11.4X10,,,
,EM,OV,4.43,GRN,4500.00,EV4430SN,,ev4430sn.jpg,,,12.70|9.70|6.10,,ZAM,Emerald. Oval.12.7x9.7mm,H,,
,PA,TR,9.00,BLU,100.00,PBMT900,,pbmt900.jpg,,,18.00|12.00|3.00,,,Paraiba.Matrix. TR. Blue 18.0X12.0mm,H,,
,SA,RD,4.51,BLU,575.00,XSR7300,,XSR7300.jpg,,,7.30|7.30,,,RD Sapphire Pair Gem. 7.3,H,,xsr7300
,SA,EC,4.53,BLU,2200.00,SE45300,,,,,10.85|8.53,,,Sapphire. EC. Blue 10.9X8.6,H,,
,YS,RAD,4.56,Yellow,325.00,YD4560RJ,,YD4560RJ.jpg,,,10.30|7.60|5.40,,,Y. Sapphire. RAD. 10.3X7.6MM,H,,
,SA,RD,4.58,BLU,875.00,XSR45800,,,,,7.60|7.60,,,Sapphire. Round. Blue 7.6MM,H,,
,EM,OV,4.61,GRN,2500.00,EV461SH,,,,,12.00|9.70,,,Emerald. Oval. Green 12X9.7,O,,
,EM,EC,4.66,GRN,3000.00,EE466SH,,,,,9.70|8.70,,,Emerald. EC. Green 9.7X8.7,O,,
,EM,EC,4.72,GRN,2500.00,EE4720,,,,,10.80|8.70|6.70,,,Emerald. 10.8x8.7mm,H,,
,PA,PS,4.79,BLU,5850.00,PBP4799,,pbp4799.jpg,,,15.00|9.00,,,Paraiba. PS. Blue 15X9.0,H,,
,EM,EC,4.98,GRN,975.00,EE49809,,ee49809.jpg,,,10.60|9.90|7.20,,,Emerald. EC. Green 10.6x9.9,O,,
,SA,PS,5.05,BLU,2400.00,SP50500IC,,sp50500ic.jpg,,,14.10|8.20,,,Sapphire. PS. Blue 14.1x8.2mm,H,,
,EM,EC,5.15,GRN,2300.00,EE5150,,,,,11.70|9.40|6.00,,,Emerald. 11.7x9.4mm,H,,
,YS,CU,5.27,Yellow,325.00,YC5270RJ,,YC5270RJ.jpg,,,10.80|8.60|5.60,,,Y. Sapphire. Cushion. 10.8X8.6MM,H,,
,PA,PS,10.97,BLU,90.00,PBMT1097,,pbmt1097.jpg,,,25.00|10.00,,,Paraiba.Matrix. PS. Blue 25.0X10.0mm,H,,
,EM,EC,5.50,GRN,6000.00,EE550SH,,ee550sh.jpg,,,12.30|9.80|6.30,,,Emerald. EC. 12.3x9.8mm,H,,
,PA,PS,11.20,Blue,95.00,PBMT1120,,pbmt1120.jpg,,,21.00|10.90|3.60,,,Paraiba. Matrix 21.0x10.9mm,H,,
,YS,CU,5.65,Yellow,325.00,YC5650RJ,,yc5650rj.jpg,,,10.30|9.80|6.40,,,Y. Sapphire. Cushion. 10.3X9.8MM,H,,
,PA,PS,11.51,BLU,100.00,PBMT1151,,pbmt1151.jpg,,,18.00|12.00,,,Paraiba.Matrix. PS. Blue 18.0X12.0mm,H,,
,SA,CU,5.83,BLU,2000.00,SC5830,,SC5830.jpg,,,11.50|8.90|5.90,,,CC Sapphire Gem 11.50x8.90,H,,
,PA,PS,11.73,BLU,90.00,PBMT1173,,pbmt1173.jpg,,,21.00|12.00,,,Paraiba.Matrix. PS. Blue 21.0X12.0mm,H,,
,EM,EC,5.90,Green,4250.00,EE590SH,,ee590sh.jpg,,,11.60|10.60|7.70,,,Emerald. EC. 11.6x10.6mm,H,,
,PA,CU,5.99,BLU,8000.00,PBC59909,,pbc59909.jpg,,,11.00|11.00,,,Paraiba. Cushion. 11.0x11.0mm,,,
,PA,PS,12.54,BLU,95.00,PBMT1254,,pbmt1254.jpg,,,20.00|11.00|3.50,,,Paraiba. Matrix 20.0x11.0mm,H,,
,YS,OV,6.65,Yellow,400.00,YV6650,,YV6650.jpg,,,12.90|10.10|6.10,,,OV Y. Sapphire Gem. 12.9-10.1,,,yv6650
,PA,OV,6.65,BLU,4000.00,PBV6650,,pbv6650.jpg,,,14.30|10.70|5.80,,,Paraiba. Oval. 14.3x10.7mm,H,,
,EM,EC,6.67,GRN,3850.00,EE66709,,,,,14.00|10.00|7.10,,,Emerald. EC. 14.0x10.0mm,O,,
,EM,EC,6.95,GRN,2850.00,EE69509,,,,,12.50|10.40|7.00,,,Emerald. EC. 12.5x10.4mm,O,,
,EM,EC,7.00,GRN,2600.00,EE70009,,,,,12.20|10.00|7.20,,,Emerald. EC. 12.2x10.0mm,O,,
,YS,CU,7.04,Yellow,350.00,YC7040RJ,,YC7040RJ.jpg,,,12.60|8.80|6.30,,,Y. Sapphire. Cushion. 12.6X8.5MM,H,,
,PA,PS,14.25,BLU,0.00,PMBT1425,,,,,21.00|13.50,,,Paraiba.Matrix. PS. Blue 21.0X13.5mm,H,,
,PA,OV,14.28,BLU,100.00,PBMT1428,,pbmt1428.jpg,,,18.00|13.10|3.60,,,Paraiba.Matrix. Oval. Blue 18.0X13.10mm,H,,
,PA,OV,7.48,BLU,3600.00,PBV7480,,pbv7480.jpg,,,14.20|10.30|6.90,,,Paraiba. Oval. 14.2x10.3mm,H,,
,YS,OV,7.52,Yellow,325.00,YV7520RJ,,YV7520RJ.jpg,,,12.20|9.60|7.00,,,Y. Sapphire. Oval. 12.2X9.6MM,H,,
,PA,CC,15.82,BLU,120.00,PBMT1582,,pbmt1582.jpg,,,23.50|12.00,,,Paraiba.Matrix. CC. Blue 23.5X12.0mm,H,,
,PA,PS,15.86,BLU,0.00,PBMT1586,,,,,22.00|12.50,,,Paraiba. Matrix. PS. Blue 22.0X12.5mm,H,,
,PA,FY,15.86,BLU,100.00,PBMT15860,,pbmt15860.jpg,,,27.00|11.00|3.20,,,Paraiba.Matrix. FY. Blue 27.0X11.0mm,H,,
,PA,PS,15.92,BLU,95.00,PBMT1592,,pbmt1592.jpg,,,18.90|13.90|3.90,,,Paraiba. Matrix 18.9x13.9mm,H,,
,PA,CU,8.02,BLU,6000.00,PBC80200,,pbc80200.jpg,,,12.20|9.80|8.30,,,Paraiba. 12.2x9.8mm,H,,
,SA,EC,8.10,BLU,4500.00,SE81000,,,,,11.70|10.20|7.20,,,Sapphire. EC. Blue 11.7X10.2,N,,
,YS,OV,8.15,Yellow,325.00,YV8150RJ,,YV8150RJ.jpg,,,12.10|9.70|6.60,,,Y. Sapphire. Oval. 12.1X9.7MM,H,,
,EM,EC,8.17,GRN,1450.00,EE8170,,,,,13.00|11.00|8.20,,,Emerald. 13.0x11.0mm,H,,
,SA,PS,8.22,BLU,1275.00,SP82200SK,,sp82200sk.jpg,,,15.00|10.50,,,Sapphire. PS 15.0x10.5mm,H,,
,EM,EC,8.67,GRN,3250.00,EE867SH,,,,,13.00|11.00,,,Emerald. EC. Green 13X11,O,,
,EM,EC,9.35,GRN,4500.00,EE935SH,,,,,12.30|11.00,,,Emerald. EC. Green 12.3X11,O,,
,PA,PS,9.99,BLU,6000.00,PBP99909,,pbp99909.jpg,,,21.90|10.70,,,Paraiba. PS. 21.9x10.7mm,,,
,SA,PS,10.08,BLU,1275.00,SP100800SK,,sp100800sk.jpg,,,20.30|10.00,,,Sapphire. PS 20.3x10.0mm,H,,
,RBL,PS,155.42,RED,585.00,RBLT2,,,,,,,,Rubellite. PS. Red,H,,
,PA,PS,10.50,BLU,7500.00,PBP10500,,PBP10500.jpg,,,18.00|13.30|7.00,,,Paraiba. PS. 18.0X13.3,H,,
,PA,OV,10.52,BLU,6000.00,PBV10529,,pbv10529.jpg,,,16.30|10.70,,,Paraiba. Oval 16.3x10.7mm,,,
,PA,FY,21.54,BLU,120.00,PBMT2154,,pbmt2154.jpg,,,23.13|14.20|3.90,,,Paraiba.Matrix. FY. Blue 23.13X14.20mm,H,,
,PA,PS,22.39,BLU,0.00,PBMT2239,,,,,22.00|17.00,,,Paraiba.Matrix. PS. Blue 22.0X17.0mm,H,,
,PA,PS,22.91,BLU,120.00,PBMT2291,,pbmt2291.jpg,,,32.00|12.50,,,Paraiba.Matrix. PS. Blue 32.0X12.5mm,H,,
,PA,OV,11.68,BLU,3250.00,PBV11680,,pbv11680.jpg,,,17.50|12.50|7.70,,,Paraiba. Oval. 17.5x12.5mm,H,,
,PA,FY,25.40,BLU,120.00,PBMT2540,,pbmt2540.jpg,,,27.60|15.10|3.70,,,Paraiba.Matrix. FY. Blue 27.60X15.10mm,H,,
,RBL,OV,230.38,RED,585.00,RBLT1,,,,,,,,Rubellite. Oval. Red,H,,
,PA,PS,28.23,BLU,100.00,PBMT2823,,pbmt2823.jpg,,,26.40|18.40|3.80,,,Paraiba.Matrix. PS. Blue 26.40X18.40mm,H,,
,PA,OV,14.75,BLU,2500.00,PBV14750,,PBV14750.jpg,,,17.20|14.80|9.10,,,Paraiba. Oval. Blue 17.2X14.8MM,,,
,PA,OV,14.91,BLU,3950.00,PBV149109,,,,,17.70|13.10|10.30,,,Paraiba. Oval. Blue 17.7X13.1,H,,
,AQ,OV,36.70,BLU,750.00,AQ36709,,,,,23.40|16.50|12.20,,,Aquamarine. Oval. Blue 23.4x16.5,N,,
,AQ,EC,38.47,LBL,800.00,AQ38470,,AQ38470.jpg,,,23.90|17.20|12.50,,,Aquamarine. EC. Light Blue23.9X17.2,,,
,EM,EC,15.44,GRN,5000.00,EE1544SH,,EE1544SH.jpg,EE1544SH_CERT.jpg,,17.00|13.20|8.80,,,Emerald. EC. Green 17X13.2,O,GIA,
